建案編號,建案名稱,縣市	行政區,Unnamed: 3,地址,總戶數,樓層,產品類型,使用分區/用途,門牌號,格局,其他用途名稱,成交時間,基地面積,建蔽率,容積率,車位配比,停車規劃,充電樁,管理費,結構工程,土地分區,標籤,朝向規劃,建案介紹,公共設施,備註,交通,周邊環境
5859585,長耀里,,,新北市林口區力行段137地號,201,"地上26層,地下6層",預售屋,住宅大樓,,"二房(18坪),三房(25~29坪)",住商用,,477坪,36.01%,33.8~33.9%,1:0.85,,,無管理費,RC造,中心商業區,,朝西北,林內三機廚具、TOTO衛浴,['接待大廳'],,機捷A9林口站,
26034,法國小鎮香韻區,,,新北市林口區仁愛路一段637巷15號,58,地上7層,,華廈,,"三房(53.14~66.06坪),四房(49.63~66.06坪),五房(53.14~85.46坪)",住家用,,"1,906坪",42.61%,18.77%,,,,2989元/戶/月,RC造,住宅區,,朝東、朝東北,,,,,
11530,玄泰A十,,,新北市林口區文化三路二段271號,141,"地上12層,地下2層",,住宅大樓,,"一房(27.72~42.3坪),二房(26.66~54.67坪),三房(21.41~65.3坪),四房(49.57~82.5坪)",見其他登記事項,,"1,541坪",36.03%,32.56%,,,,3082元/戶/月,RC造,第二種住宅區,,朝西北、朝西南、朝東北、朝東南,,,,,
26057,榮耀之城,,,新北市林口區文化三路一段478號,256,地上15層,,住宅大樓,,"二房(25.73~46.36坪),三房(27~49.03坪),四房(41.29~57.11坪)",住家用,,0,55.00%,27~28%,,,,45元/戶/月,RC造,商業區,,朝東北、朝西北,,"['接待大廳', '健身房', 'KTV', '兒童遊戲區', '親子遊戲區', '中庭花園', '閱覽室', '桌球室', '信箱區', '視聽室', '會議室']",,,
26133,光之御所日光區,,,新北市林口區文化三路一段39巷100號,36,地上14層,,住宅大樓,,"三房(84.34~103.16坪),四房(77.21~137.07坪)",住家用,,0,41.08%,27.8%,,,,6914元/戶/月,RC造,住宅區,,朝西北、朝北,,,,,
35149,仁愛錄,,,新北市林口區仁愛路二段257號,138,地上12層,,住宅大樓,,"一房(33.49坪),二房(24.28~32.58坪),三房(25.4~60.59坪),四房(41.14~49.23坪)",住家用,,0,59.45%,27.97%,,,,2185元/戶/月,RC造,商業區,,朝西南、朝西北,,,,,
104439,森鄰+,,,新北市林口區南勢四街與南勢七街,29,"地上7層,地下2層",,華廈,,"二房(25坪),三房(30~32坪)",住家用,,335坪,36.92%,31.75%,1:1.14,,,80元/坪/月,RC造,第二種住宅區,,朝西、朝東,櫻花三機廚具、KARAT衛浴、地磚：冠軍60X60拋光石英磚,['接待大廳'],,機捷A9機捷站,
104172,益騏高飛,,,新北市林口區麗林段 127 地號/中北二街,128,"地上13層,地下3層",,住宅大樓,,"二房(25坪),三房(30~35坪)",住商用,,"1,150坪",26.9%,31~33%,1:1.08,,,60元/坪/月,RC造,第二種住宅區,,朝北、朝西、朝東、朝東北,依現場為主,"['接待大廳', '空中花園', '交誼廳', '會議室', '健身房', '親子遊戲區', '信箱區']",,機捷A9機捷站,
104171,長耀初,,,新北市林口區文化三路一段191巷27號,214,"地上27層,地下5層",,住宅大樓,,"二房(18.31坪),三房(23~34坪)",住商用,,830坪,29.73%,33~34%,1:0.94,,,70元/坪/月,RC造,第五種住宅區,,朝西北、朝東南,住友制震,"['接待大廳', '閱覽室', '信箱區', '第二門廳']",,A9林口站,
5855852,力璞學,,,新北市林口區興林路151巷58號,95,"地上9層,地下3層",,華廈,,"二房(26~29坪),三房(34~38坪),四房(52坪)",住商用,,659坪,45.98%,34%,1:1.16,,,待定,RC造,鄰里中心商業區,,朝東南,櫻花廚具、INAX衛浴、GROHE五金、LOW-E玻璃、Lamett地板、維夫拉克電子鎖、Panasonic暖風機,"['接待大廳', '中庭花園', '交誼廳', '會議室', '健身房']",,暫無,
28901,台北富都,,,新北市林口區公園路223巷1號,149,地上19層,,住宅大樓,,"三房(43.7~61.77坪),四房(48.8坪)",住家用,,0,,6~17%,,,,35.25元/戶/月,RC造,住宅區,,朝東南、朝西北、朝西,,"['交誼廳', '兒童遊戲區', 'KTV', '健身房', '會議室', '接待大廳', '中庭花園', '閱覽室', '桌球室', '親子遊戲區']",,,
26391,福樺謙邸,,,新北市林口區信義路218號,100,"地上27層,地下4層",,住宅大樓,,開放格局(166坪),住家用,,"1,236坪",48.63%,32%,1:3.16,,,90元/坪/月,SC造,中心商業區,,朝西南,"全棟SC-BOX鋼骨結構,YKK水密窗,雙中空Low-e玻璃,STUDER防疫系統,當層排氣,敵鋭防爆玄關大門,德國LEICHT廚具,德國V&B衛浴,Panasonic暖風機...等","['接待大廳', '空中花園', '交誼廳', '閱覽室', '游泳池', '健身房', '桌球室', '瑜伽教室', '信箱區', '曬被區', 'Lounge Bar', '茶屋', '棋藝室', '大型宴會廳']",,機場捷運A9站,
28889,台北芳鄰,,,新北市林口區林口路113巷6弄1號,36,地上5層,,華廈,,"三房(38.54~50.81坪),四房(39.21~60.41坪),五房(44.58坪)",住家用,,0,,4.72%,,,,1524元/戶/月,RC造、其他,住宅區,,朝西,,,,,
29049,亞昕奇瓦頌大廈,,,新北市林口區文化二路一段241巷26號,75,地上19層,,住宅大樓,,"二房(86.51坪),三房(86.51~116.34坪),四房(86.51~133.09坪)",見其他登記事項,,0,47.78%,31.32%,,,,6990元/戶/月,RC造,商業區,,朝西南、朝東南,,,,,
26294,頤昌謙學,,,新北市林口區文化三路二段115巷87號,24,"地上12層,地下2層",,住宅大樓,,"二房(40.66~48.67坪),三房(36.29~54.67坪),四房(48.67坪)",見其他登記事項,,0,48.17%,30.47%,,,,3526.5元/戶/月,RC造,第五種住宅區,,朝東北,,,,,
35141,竹城伊豆,,,新北市林口區文化三路一段617巷2號,114,地上13層,,住宅大樓,,"一房(19.09坪),二房(19.09~47.35坪),三房(34.75~47.35坪),四房(42.37~51.28坪)",住家用,,0,40.45%,28~35%,,,,50元/戶/月,RC造,住宅區,,朝東北、朝西北,,"['接待大廳', '中庭花園', '交誼廳', '健身房', '信箱區', '曬被區']",,,
26086,上景,,,新北市林口區民族路2號,114,地上14層,,住宅大樓,,"一房(28坪),二房(27.66~38.95坪),三房(36.78~47.91坪),四房(38.57~47.91坪)",住家用,,713坪,41.47%,29~29.9%,,,,2375元/戶/月,RC造,住宅區,,朝西南、朝西北、朝東北,,"['接待大廳', '中庭花園', '閱覽室', '會議室', '交誼廳', '健身房', '桌球室', '信箱區']",,,
5933814,聯廣闊境,,,新北市林口區新北市林口區文化二路一段309巷(扶輪公園旁),119,"地上22層,地下5層",預售屋,住宅大樓,,"二房(28.24~29.65坪),四房(42.98~46.10坪),1+1房(17.77坪),開放格局(17.80~37.76坪),店面(21.52~52.68坪)",住商用,,341坪,57.17%,34.7~34.7%,1:0.82,,,100元/坪/月,RC造,中心商業區,,朝西北、朝西南、朝東南,"廚具：ABDE戶:櫻花近吸式排油煙機、櫻花雙口玻璃瓦斯爐、BOSH洗碗機、電器系統櫃，C戶:櫻花隱藏式排油煙機、櫻花單口IH爐、櫻花懸吊式烘碗機、 INDESIT三機一體洗脫烘，衛浴：TOTO全自動馬桶、 五金：TOTO五金、瑞典DURGO健康防疫系統，其他：SPC石塑地板、日本SHOWA氣密窗、PHILIPS五合一電子鎖、數位監控。
","['接待大廳', '交誼廳', '閱覽室', '信箱區']",,林口站,
50687,富堡仁愛,,,新北市林口區仁愛路二段,221,"地上15層,地下3層",,住宅大樓,,"二房(26~27坪),三房(35~40坪),店面(18~88坪)",住商用,,"1,447坪",43.43%,35%,1:0.91,,,無管理費,RC造,第五種住宅區,,朝東北,RC鋼筋混凝土，廚具：林內三機，衛浴：TOTO，五金：TOTO，其他：冠軍80X80拋光石英磚、敵銳裝甲玄關門、吸氣筏,"['接待大廳', '交誼廳', '健身房', '親子遊戲區', '信箱區', '咖啡廳', '韻律教室']",,A9林口站,
26147,皇家夏宮,,,新北市林口區民享路36號,52,地上4層,,透天,,"三房(90.82~101.09坪),四房(93.89~113.59坪),五房(90.8坪)",見其他登記事項,,"1,833坪",47.35%,13.63%,,,,6511元/戶/月,RC造、其他,住宅區,,朝東北、朝西北,,,,,
26119,施華洛奇,,,新北市林口區文化二路二段88巷19號,164,地上14層,,住宅大樓,,"二房(38.8~69.16坪),三房(39.12~85.63坪),四房(61.89~105.49坪)",住家用,,0,44.62%,27~29%,,,,60元/戶/月,RC造,住宅區,,朝東北、朝東南、朝西北、朝西南,,"['接待大廳', '中庭花園', '交誼廳', '會議室', '閱覽室', '視聽室', '健身房', '游泳池', '信箱區']",,,
5926074,盛德藝,,,新北市林口區八德路,63,"地上13層,地下2層",預售屋,住宅大樓,,"二房(21坪),三房(33坪),2+1房(25坪)",住家用,,460坪,27.14%,34.5%,1:0.7,,,無管理費,RC造,第二種住宅區,,朝北、朝南、朝西南,YKK- AP氣密窗、國際牌廚具、林內三機、TOTO衛浴、TOTO五金、遠端操控(瓦斯遮斷、Yale電子鎖),"['接待大廳', '中庭花園', '交誼廳', '閱覽室', '健身房', '信箱區', '曬被區']",,林口捷運站,
11494,源峰寬庭,,,新北市林口區文林四街33巷5號,85,地上12層,,住宅大樓,,"二房(40.41~41.65坪),三房(39.88~75.5坪),四房(50.56~59.18坪)",見其他登記事項,,0,31.16%,31.83%,,,,4150元/戶/月,RC造,住宅區,,朝西南、朝西北、朝東南、朝東北,,,,,
35115,台北小天地一二期,,,新北市林口區仁愛路一段272巷10號,,地上11層,,住宅大樓,,"一房(10.4~23.47坪),二房(20.02~40.5坪),三房(23.47~36.81坪),四房(26.37~28.15坪)",住家用,,756坪,,23.52%,,,,1425元/戶/月,RC造,商業區,,朝西南、朝東南,,,,,
5934347,和洲艾美,,,新北市林口區文化一路二段、寶林路口,208,"地上14層,地下3層",預售屋,住宅大樓,,"二房(25~28坪),三房(34~37坪),3+1房(50坪)",住商用,,"1,890坪",32.82%,33.5%,1:1.09,,,無管理費,RC造,第二種住宅區,,朝西北、朝西南、朝東北、朝東南,"RC構造+ Alfa Safe柱中柱
Panasonic廚具、Panasonic衛浴、GROHE衛浴五金、YKK鋁窗、沃肯電子鎖、Alfa Safe柱中柱、SPC卡扣地板","['接待大廳', '中庭花園', '健身房', '兒童遊戲區', '信箱區', '輕食餐廳']",,暫無,
5880719,敘日,,,新北市林口區文化二路一段250號旁,44,"地上13層,地下3層",預售屋,住宅大樓,,"二房(23~24坪),三房(32~37坪)",住商用,,231坪,49.99%,33.22~33.22%,1:1.48,,,120元/坪/月,RC造,第五種住宅區,,朝西北,"廚具:cleanup，林內三機
門:敵銳門
窗:YKK，6+6膠合玻璃
馬桶:INAX電動馬桶
衛浴:PANASONIC 暖風機
電動曬衣架
全棟3M淨水器","['接待大廳', '交誼廳', '信箱區', '頂樓花園', '曬衣場']",,機捷林口站,
26090,遠雄未來家芬蘭區,,,新北市林口區南勢二街350號,202,地上9層,,住宅大樓,,"二房(0.43~43.5坪),三房(41.68~52.21坪)",住家用,,0,40.31%,29~30%,,,,62元/戶/月,RC造,住宅區,,朝東南、朝西北、朝西南、朝東北,,"['接待大廳', '中庭花園', '閱覽室', '健身房', '桌球室', '親子遊戲區', '瑜伽教室']",,,
11515,九揚香悅,,,新北市林口區文化三路一段555巷50號,87,"地上15層,地下2層",,住宅大樓,,"三房(34.27~67.32坪),四房(47.64~68.88坪)",見其他登記事項,,979坪,37.13%,28~29%,,,,60元/戶/月,RC造,第五種住宅區,,朝東北、朝東南、朝東,,"['接待大廳', '中庭花園', '閱覽室', '會議室', '交誼廳', '健身房', '桌球室', '親子遊戲區', '信箱區']",,,
35059,聯虹天耀,,,新北市林口區富貴路67~85號,174,"地上19層,地下5層",,住宅大樓,,"一房(32.74~43.45坪),二房(32.65~55.34坪),三房(32.75~61.14坪),四房(53.87~62.35坪)",住商用,,673坪,53.26%,34.5%,1:1.25,,,60元/坪/月,RC造,中心商業區,,朝西北、朝東南,林內三機廚具、TOTO衛浴、冠軍地磚、TOTO五金、中華電信光纖,"['接待大廳', '空中花園', '交誼廳', '會議室', '閱覽室', '視聽室', '健身房', '親子遊戲區', '瑜伽教室', '廚藝教室']",,A9林口站,
26007,巴黎香榭,,,新北市林口區忠孝三路5號,305,地上13層,,住宅大樓,,"二房(30.4~55.56坪),三房(16.76~44.28坪),四房(43.8~62.91坪)",住家用,,0,48.26%,31~32%,,,,55元/戶/月,RC造,住宅區,,朝東北、朝西南、朝東南,,"['接待大廳', '中庭花園', 'KTV', '信箱區', '視聽室', '桌球室', '交誼廳', '會議室', '健身房']",,,
35012,源峰淳境,,,新北市林口區文林二街,65,"地上10層,地下2層",,住宅大樓,,"二房(25.52~32.61坪),三房(30~39.41坪)",住家用,,597坪,33%,32.2%,1:0.94,,,80元/坪/月,,第二種住宅區,,朝西南、朝東南,,"['接待大廳', '中庭花園', '交誼廳', '閱覽室', '健身房']",,"中山高文化北路交流道
937公車站 3分鐘",
3697474,九揚華都,,,新北市林口區文化三路一段、仁愛一路,295,"地上23層,地下4層",預售屋,住宅大樓,,"一房(17坪),二房(25~33坪),三房(37~42坪),四房(47~52坪)",住商用,,992坪,48.58%,32.5~32.9%,1:0.94,,,無管理費,RC造,中心商業區,,朝西北、朝東南,RC鋼筋混凝土，輕質實漿牆、中空複層玻璃、吊隱式除濕系統、生技活水系統、全室冠軍磁磚、日本Cleanup廚具、日本INXA衛浴、德國KALDEWEI浴缸、德國Duscholux淋浴門、德國Hansgrohe五金、制音墊。,"['接待大廳', '中庭花園', '交誼廳', '會議室', '健身房', '親子遊戲區', '兒童遊戲區', '信箱區', '社區腳踏車']",,A9林口站,
11415,亞昕御金香,,,新北市林口區文化二路一段230巷11號,62,地上11層,,住宅大樓,,"二房(56.46坪),三房(48.32~59.92坪),四房(56.47~69.91坪),五房(48.16~48.32坪)",住家用,,0,40.16%,24.83~25%,,,,75元/戶/月,RC造,住宅區,,朝東南,,"['接待大廳', '中庭花園', '交誼廳', '閱覽室', '健身房', '桌球室', '親子遊戲區']",,,
3681579,福樺中央大樓,,,新北市林口區林口區文化二路一段395號,65,"地上30層,地下5層",新成屋,商辦,,開放格局(135~1070坪),商業用,,961坪,34%,39.5~39.8%,1:5.15,,,150元/坪/月,SC造,中心商業區,,朝東南,依現場為主,"['接待大廳', '交誼廳', '會議室', '閱覽室', '俱樂部', 'Lounge Bar']",,機捷A9林口站,
5868794,原昕吾為,,,新北市林口區力行段610地號,60,"地上15層,地下3層",,住宅大樓,,"三房(34坪),四房(43坪)",住商用,,417坪,46.54%,31.9%,1:1.08,,,待定,RC造,第五種住宅區,,朝東南,廚具：日本Clean up，衛浴：日本INAX，力霸氣密窗搭配5+5膠合玻璃,"['接待大廳', '中庭花園', '信箱區', '戶外休憩區']",,機捷A9林口站,
33930,京硯米蘭,,,新北市林口區南勢街110號,48,"地上13層,地下2層",,住宅大樓,,"三房(29.31~91.05坪),四房(60.12~60.55坪)",見其他登記事項,,808坪,29.9%,30.70%,,,,6448.5元/戶/月,RC造,第二種住宅區,,朝東南,,,,,
26026,家天下,,,新北市林口區文化北路一段478號,109,地上9層,,華廈,,"二房(50.9坪),三房(38.85~100.62坪),四房(46.76~91.73坪),五房(76.48~91.76坪)",住家用,,0,33.10%,24.88%,,,,4906元/戶/月,RC造,住宅區,,朝東、朝西南,,,,,
103900,薇閣雲品,,,新北市林口區東湖路27號,16,"地上4層,地下1層",,透天,,五房(145.9坪),住家用,,900坪,39.99%,,1:2.81,,,無管理費,RC造,住宅區,,朝北,RC鋼筋混凝土,['無公設'],,A8、A9站,
26068,蒂芬尼,,,新北市林口區文化三路一段547號,185,地上12層,,住宅大樓,,"一房(10.85~28.05坪),二房(24.58~44.46坪),三房(24.59~49.33坪)",住家用,,821坪,47.55%,34.47%,,,,1925元/戶/月,RC造,住宅區,,朝東南、朝西南、朝西北、朝東北,,,,,
5854529,亞昕昕銀座,,,新北市林口區文化三路一段636號,181,"地上23層,地下5層",預售屋,住宅大樓,,"二房(27~33坪),三房(38~48坪),四房(53坪),開放格局(53~550坪)",住商用,,922坪,46.41%,34.7~37.4%,1:1.57,,,100元/坪/月,RC造,中心商業區,,朝西北,依現場為主,"['接待大廳', '中庭花園', '空中花園', '交誼廳', '會議室', '閱覽室', '視聽室', '游泳池', '親子遊戲區', '兒童遊戲區', '信箱區', '曬被區']",,A9林口站,
11451,天之驕子綠璽區,,,新北市林口區文化北路一段299巷25號,16,地上8層,,華廈,,"三房(53.27~73坪),四房(53.11~53.27坪)",見其他登記事項,,0,34.73%,,,,,3000元/戶/月,RC造,住宅區,,朝西南,,,,,
28920,買家樂,,,新北市林口區文化一路一段83巷14弄46號,48,地上4層,,公寓,,三房(29.55~39.39坪),住家用,,0,,,,,,2000元/戶/月,RC造、其他,住宅區,,朝東北,,,,,
28989,文化金典二期,,,新北市林口區文化一路一段83巷14弄90號,32,地上8層,,華廈,,"三房(115.85坪),四房(42.14~54.05坪)",住家用,,760坪,36.55%,,,,,5000元/戶/月,RC造,住宅區,,朝東北,,,,,
28938,亞昕黃玫瑰,,,新北市林口區文化二路一段150號,39,地上11層,,住宅大樓,,"二房(30.53~39.92坪),三房(29.35~38.48坪)",住家用,,0,51.35%,29.17%,,,,4108元/戶/月,RC造,住宅區,,朝西北、朝東南,,,,,
26030,瑞士花園,,,新北市林口區仁愛二路96號,57,地上10層,,華廈,,"一房(68.43坪),二房(44.74~78.44坪),三房(33.73~48.86坪),四房(44.26~56.22坪)",住家用,,0,58.41%,23.81%,,,,2156元/戶/月,RC造,住宅區,,朝東北,,,,,
5901678,聚美家,,,新北市林口區南勢一街17巷,31,"地上6層,地下2層",預售屋,華廈,,"二房(25.61~30.97坪),三房(28.84坪)",住家用,,335坪,37.39%,33%,1:1,,,90元/坪/月,RC造,第二種住宅區,,朝西北、朝西南、朝東北、朝東南,櫻花三機廚具、國際牌馬桶、國際牌抽風機、冠軍磁磚,['接待大廳'],,A9林口站,
3681580,新潤Double,,,新北市林口區文化二路二段、信義路口,312,"地上24層,地下6層",預售屋,住宅大樓,,"二房(19~21坪),三房(30坪),四房(37坪)",住商用,,672坪,50.21%,33.8%,1:0.81,,,80元/坪/月,RC造,中心商業區,,朝西北、朝西南、朝東北、朝東南,"1.RC鋼筋混凝土(水泥磅數6000PSI)
2.耶魯三合一電子鎖
3.室內日立空淨機
4.亞爾浦全室過濾器
5.力霸STA超級氣密隔音窗,搭配5M+5M膠合玻璃
6.Greenweb防霾紗窗
7.日本TOTO衛浴設備
8.德國Grohe五金龍頭
9.Panasonic四合一暖風機
10.浴室標配鏡浴櫃與廚俱電器櫃
11.德國太格精工木地板+隔音墊
12.全套櫃體櫻花廚具(含三機與過濾器)
13.Grunbeck社區全自動返沖洗雜質過濾系統
14.Honeywell空淨機(社區公共空間)
15.Sharp淨化除菌機(社區電梯空間)
16.全社區充電車位規劃
17.單層單戶獨立排氣規畫","['信箱區', '曬被區', '挑高6米迎賓大廳', '會客接待區', '空中景觀花園', '腳踏車區']",,林口站,
29013,法國小鎮香林區,,,新北市林口區東湖路78號,80,地上7層,,華廈,,"二房(48.97坪),三房(48.23~73.65坪),四房(48.23~100.05坪),五房(84.74~84.78坪)",住家用,,"2,607坪",43.57%,13.86%,,,,2001元/戶/月,RC造,住宅區,,朝東、朝東北,,,,,
11429,森美墅,,,新北市林口區南勢六街227號,21,地上7層,,華廈,,"三房(47.98~72.26坪),四房(47.77~87.37坪),五房(73.04~87.27坪)",見其他登記事項,,474坪,47.56%,15.4%,,,,3696元/戶/月,RC造,住宅區,,朝東北、朝西北,,,,,
29012,九揚香波,,,新北市林口區仁愛路一段380號,,地上10層,,住宅大樓,,"二房(16.96~24.68坪),三房(16.96~46.68坪),四房(21.38~45.75坪),五房(19.93~44.06坪)",見其他登記事項,,0,47.61%,29.14%,,,,1367元/戶/月,RC造,商業區,,朝南、朝西,,,,,
26066,悅園,,,新北市林口區南勢四街228號,18,地上4層,,透天,,"三房(79.54~84.29坪),四房(73.04~94.23坪)",住家用,,593坪,48.31%,,,,,1000元/戶/月,RC造、其他,住宅區,,朝北,,,,,
26054,福樺大觀文明,,,新北市林口區忠孝路308巷15號,44,地上15層,,住宅大樓,,三房(51.14~89.66坪),住家用,,0,67.26%,28.58%,,,,7628元/戶/月,RC造,商業區,,朝西北,,,,,
11519,禮御,,,新北市林口區信義路,60,"地上21層,地下4層",,住宅大樓,,,住家用,,340坪,,30%,1:1.43,,,無管理費,RC造,,,,,['接待大廳'],,"【林口市區】
1.國道路線:
(1)國道一號無論北上、南下均由林口交流道下接文化三路直行(往八里方向)→至信義路右轉，右轉後直行20公尺左右即右轉吉祥路 →左前方即是接待中心。
(2)國道三號無論北上、南下均由機場東西向轉國道一號→至林口交流道下→接文化三路直行(往八里方向)→至信義路右轉，右轉後直行20公尺左右即右轉吉祥路→左前方即是接待中心。

【外縣市】
本案眾多公車路線三重客運925、931，台北客運920，或者自行開車前往請參考林口市區路線",
3668422,交響苑,,,新北市林口區文化三路一段195-217號,214,"地上24層,地下4層",,住宅大樓,,四房(92坪),住商用,,"1,568坪",46.62%,34%,1:1.74,,,90元/坪/月,RC造,第五種住宅區,,朝西北,依現場為主,"['接待大廳', '中庭花園', '交誼廳', '會議室', '游泳池', '健身房', '信箱區', '咖啡廳']",,A9林口站,
26036,法國小鎮香椰區,,,新北市林口區仁愛路一段667巷2號,56,地上7層,,華廈,,"一房(51.65坪),三房(41.11~61.47坪),四房(41.11~50.95坪),五房(66.94坪)",住家用,,"1,398坪",41.77%,27.2%,,,,2100元/戶/月,RC造,住宅區,,朝東、朝西北,,,,,
101937,玄泰PTW(月光區),,,新北市林口區文化三路二段115巷,43,"地上11層,地下3層",,住宅大樓,,"二房(27.81~29.61坪),三房(35.82~37.69坪)",住商用,,275坪,45.06%,32%,1:0.95,,,70元/坪/月,RC造,第五種住宅區,,朝西南、朝東北,RC鋼筋混凝土。,"['接待大廳', '中庭花園', '空中花園', '閱覽室', '健身房', '曬被區', 'Lounge Bar']",,A9林口站,
102408,双丰双卉,,,新北市林口區建林段 464 地號,97,"地上15層,地下3層",,住宅大樓,,三房(28.15坪),住商用,,346坪,31.76%,31.79%,1:0.49,,,110元/坪/月,RC造,第五種住宅區,,朝西北、朝西南、朝東北,"玄關門：藝術鋼板防火門，搭配二合一防盜電子鎖。
地面、牆面：60*60拋光石英磚、低甲醛水泥漆。
廚具：活性碳油煙機、單口IH爐，吊掛式烘碗機。
衛浴：每戶附Panasonic全自動馬桶一座、當層排氣、Panasonic暖風乾燥機。","['接待大廳', '中庭花園', '交誼廳', '信箱區', '曬被區', '洗衣室']",,A9林口站,
26170,文化御品,,,新北市林口區文化三路一段447巷43號,68,地上12層,,住宅大樓,,"二房(28.64~48.72坪),三房(38.69~66.44坪),四房(47.01~67.08坪)",見其他登記事項,,0,38.12%,29.2%,,,,3588元/戶/月,RC造,住宅區,,朝西北、朝西,,,,,
11430,東方院,,,新北市林口區南勢四街183號,64,地上8層,,住宅大樓,,"一房(68.82坪),二房(59.59坪),三房(48.78~83.94坪),四房(59.88~104.68坪)",見其他登記事項,,0,37.27%,35.6%,,,,4023元/戶/月,RC造,住宅區,,朝西北、朝東北、朝東南、朝西南,,,,,
11464,亞昕日向,,,新北市林口區八德路70號,36,地上20層,,住宅大樓,,"三房(84.88坪),四房(84.88~154.36坪),五房(84.88坪)",見其他登記事項,,0,25.84%,29~30%,,,,95元/戶/月,RC造,住宅區,,朝東、朝西南、朝東南、朝東北、朝南、朝西北,,"['接待大廳', '中庭花園', '閱覽室', '會議室', '交誼廳', '健身房', '信箱區']",,,
35129,長滎薈城,,,新北市林口區仁愛路二段309號,54,"地上15層,地下2層",,住宅大樓,,"一房(21.11~21.35坪),二房(29.94~33.42坪)",住商用,,213坪,55%,32%,1:0.52,,,無管理費,RC造,第五種住宅區,,朝西南、朝東北,待定,"['接待大廳', '空中花園', '交誼廳', '會議室', '健身房', '信箱區', '曬被區']",,A9林口站,
11456,證源富點,,,新北市林口區仁愛路二段150號,44,地上7層,,華廈,,"一房(40.44坪),三房(37.32~49.07坪),四房(46.45~63.22坪)",見其他登記事項,,0,49.76%,23.94%,,,,3500元/戶/月,RC造,住宅區,,朝東北、朝西北,,,,,
26167,馥御,,,新北市林口區忠孝路646巷28號,7,地上3層,,其他,,,見其他登記事項,,0,,,,,,無管理費,RC造、其他,住宅區,,朝西南,,,,,
28979,草葉集二輯,,,新北市林口區公園路151號,42,地上11層,,住宅大樓,,"二房(23.45~44.91坪),三房(44.11~52.62坪)",住家用,,0,,,,,,2020元/戶/月,RC造,住宅區,,朝東北,,,,,
5917414,立軒天玥,,,新北市林口區吉祥路,57,"地上15層,地下5層",預售屋,住宅大樓,,"二房(19~24坪),三房(32~33坪)",住商用,,315坪,57.76%,34~35%,1:0.98,,,無管理費,RC造,中心商業區,,朝西北,廚具：漢斯廚具搭配櫻花三機，衛浴：TOTO，五金：TOTO,"['接待大廳', '空中花園', '交誼廳', '會議室', '閱覽室', '視聽室', '健身房', 'KTV', '信箱區', '兒童遊戲區', '親子遊戲區', 'Lounge Bar', '第二門廳', '宴會廳']",,A9林口站,
35269,亞昕米蘭小鎮一期,,,新北市林口區東明三街342巷74號,63,地上7層,,華廈,,"三房(57.56~85.35坪),四房(62.46~87.49坪)",住家用,,"2,040坪",42.24%,23.59%,,,,4822元/戶/月,RC造,住宅區,,朝西南、朝西北、朝東、朝東南、朝西、朝東北,,,,,
11521,竹城宮崎,,,新北市林口區南勢街9-23號,39,"地上12層,地下3層",,住宅大樓,,"二房(34.25坪),三房(34.25~58.14坪),四房(48.23~50.51坪)",住商用,,234坪,52%,30%,1:0.79,,,2898元/坪/月,RC造,第五種住宅區,,朝西南、朝東北、朝東南、朝西北,,['接待大廳'],,,
35213,富堡晶宴,,,新北市林口區民族路99號,73,"地上13層,地下2層",,住宅大樓,,"二房(22.55~35.83坪),三房(31.74~36.08坪)",住商用,,679坪,43.51%,33~35%,1:1.16,,,2533元/坪/月,RC造,第二種住宅區,,朝南,林內三機廚具、TOTO衛浴、80*80冠軍地磚,"['接待大廳', '空中花園', '交誼廳', '健身房', '信箱區']",,A9林口站,
26382,非常林口,,,新北市林口區文化一路二段299號,126,"地上7層,地下2層",,住宅大樓,,"二房(28.72~39.69坪),三房(24.68~39.41坪)",住家用,,"1,141坪",48.58%,31%,1:1.02,,,2650元/坪/月,RC造,第二種住宅區,,朝西北、朝西南、朝東北、朝東南,,['接待大廳'],,"8分鐘以文化一路接軌林口交流道,20分鐘上台北,25分鐘達內湖科學園區,30分鐘達信義商圈
機場捷運10分鐘直達航廈
中湖路連接八里,18分鐘抵達台北商港計畫特區",
101395,泓昇WISH,,,新北市林口區三民路106號,24,"地上12層,地下2層",,住宅大樓,,"二房(33坪),三房(39坪)",住商用,,206坪,47.52%,33%,1:1.04,,,75元/坪/月,RC造,第五種住宅區,,朝西北,RC鋼筋混凝土,"['接待大廳', '空中花園', '健身房', '信箱區', '曬被區']",,A9林口站,
26404,長虹天薈,,,新北市林口區文化一路一段95號,73,"地上20層,地下3層",,住宅大樓,,"三房(43.08~114.52坪),四房(83.59~122.38坪)",見其他登記事項,,0,36.52%,35~37%,,,,90元/戶/月,RC造,第二種住宅區,,朝西北、朝東北,,"['接待大廳', '中庭花園', '空中花園', '交誼廳', '會議室', '閱覽室', '游泳池', '健身房', 'SPA', '廚藝教室', '信箱區', '曬被區', 'Lounge Bar']",,,
