建案編號,建案名稱,縣市	行政區,Unnamed: 3,地址,總戶數,樓層,產品類型,使用分區/用途,門牌號,格局,其他用途名稱,成交時間,基地面積,建蔽率,容積率,車位配比,停車規劃,充電樁,管理費,結構工程,土地分區,標籤,朝向規劃,建案介紹,公共設施,備註,交通,周邊環境
29060,遠雄大未來,,,新北市林口區文化二路一段575號,365,地上19層,,住宅大樓,,"二房(55.44~103.18坪),三房(63.49~128.28坪),四房(65.88~150.62坪),五房(86.07~128.28坪)",見其他登記事項,,0,54.46%,28~32%,,,,85元/戶/月,RC造,商業區,,朝東北、朝西南、朝東南、朝西北、朝西,,"['接待大廳', '中庭花園', '交誼廳', '會議室', '閱覽室', '視聽室', '游泳池', 'SPA', 'KTV', '俱樂部', '信箱區', '兒童遊戲區', '親子遊戲區', '桌球室', '健身房']",,,
11420,最奇跡,,,新北市林口區忠孝路553巷102號,11,地上3層,,別墅,,,住家用,,0,,,,,,5000元/戶/月,RC造、其他,住宅區,,朝北、朝西,,,,,
35487,恆達翡翠,,,新北市林口區八德路316號,38,"地上20層,地下3層",,住宅大樓,,"3+1房(89~101坪),開放格局(178坪)",住家用,,551坪,37.61%,31%,1:2.34,,,70元/坪/月,RC造,住宅區,,朝南,"■ 手感精工
手工打造16座希臘神廟式~科林斯柱頭環繞全棟建築

■黃金比例
深化古典主義幾何對稱美學，以黃金比例分割立面層次

■寬闊尺度
建築臨路退縮16米，讓回國出站就到家的主人倍享尊榮
","['接待大廳', '中庭花園', '空中花園', '交誼廳', '會議室', '閱覽室', '游泳池', '健身房', '信箱區', '曬被區', 'Lounge Bar']",,Ａ9 機場捷運線,
35329,力璞玉,,,新北市林口區文化路三路一段249巷26-40號,123,"地上18層,地下3層",,住宅大樓,,"二房(25~27坪),三房(37~39坪)",住家用,,583坪,33.3%,32%,1:0.85,,,70元/坪/月,RC造,第五種住宅區,,朝西北,依現場為主,['接待大廳'],,待補,
5925879,緻美園,,,新北市林口區南勢街196號,49,"地上3層,地下1層",,透天,,,住宅,,0,,22~24%,,,,1500元/戶/月,RC造,第二種住宅區,,朝東、朝西北,,['無公設'],,,
26093,福樺謙璽,,,新北市林口區忠孝三路26號,76,地上15層,,住宅大樓,,"三房(80.81~119.55坪),四房(80.73~108.96坪)",住家用,,0,45.19%,29.89%,,,,5566元/戶/月,RC造,住宅區,,朝東南,,,,,
11497,御之紀行,,,新北市林口區文化一路一段100巷17號,47,地上4層,,透天,,"三房(103.79坪),四房(96.09~159.55坪)",見其他登記事項,,"2,064坪",39.68%,18.53%,,,,5500元/戶/月,RC造、其他,住宅區,,朝北、朝東南、朝東、朝東北,,,,,
28942,霍格華茲,,,新北市林口區仁愛路二段267巷8號,120,地上15層,,住宅大樓,,"一房(26.85~32.97坪),二房(23.83~32.98坪),三房(32.97~48.97坪),四房(38.87~46.56坪)",住家用,,0,55.43%,29~31%,,,,70元/戶/月,RC造,住宅區,,朝東北、朝東南、朝東、朝西南、朝西北,,"['接待大廳', '中庭花園', '交誼廳', '信箱區']",,,
5974899,家睦中山,,,新北市林口區中山路151號旁,36,"地上13層,地下2層",預售屋,住宅大樓,,"一房(17坪),二房(28坪),三房(38坪),套房(17坪),店面(64.81坪)",住商用,,398坪,49.64%,34.69~34.69%,1:0.94,,,無管理費,RC造,第二種住宅區,,朝北、朝南、朝西,YKK門窗、SAKURA三機廚具、Villeroy&Boch衛浴、KRONOSPAN木地板、日立永大電梯、中興保全智慧大樓整合監控系統,"['接待大廳', '會議室', '親子遊戲區', '信箱區', '歐式宴會廳']",,暫無,
102709,群祥樂,,,新北市林口區文化北路一段60巷,68,"地上14層,地下2層",,住宅大樓,,"二房(24坪),三房(31坪),1+1房(16.9坪)",住商用,,534坪,31.24%,34%,1:0.72,,,1732元/坪/月,RC造,第二種住宅區,,朝北、朝南、朝西,RC鋼筋混凝土，廚房：林內+大雅，衛浴：TOTO全套含五金，其他：5+5膠合Low-e玻璃。,"['接待大廳', '中庭花園', '空中花園', '交誼廳', '閱覽室', '健身房', '信箱區', '曬被區']",,機場捷運A9站(林口站),
28974,草葉集一輯,,,新北市林口區文化二路一段214號,25,地上12層,,住宅大樓,,四房(65.88~92.42坪),住家用,,0,,,,,,5855元/戶/月,RC造,住宅區,,朝西北,,,,,
28926,亞昕水花園,,,新北市林口區文化二路一段20巷25弄31號,140,地上10層,,華廈,,"二房(29.14~72.23坪),三房(10.22~55.89坪),四房(31.41~61.24坪),五房(71.86~87.25坪)",住家用,,0,41.28%,28.06%,,,,2148元/戶/月,RC造,住宅區,,朝東北、朝東南、朝西北、朝西南,,,,,
35079,九揚華尚,,,新北市林口區文化三路二段160-168號,104,"地上14層,地下4層",,住宅大樓,,"二房(27坪),三房(43坪)",住商用,,479坪,62.37%,32%,1:1.15,,,70元/坪/月,RC造,中心商業區,,朝西北、朝東南,TOTO衛浴.DUSCHOLUX淋浴門、英國STUDOR排水防疫.長庚生技諧振活水系統、美國愛惠浦生飲設備、吊隱式除濕系統、鑄鋁雙氣密防爆鋼木門、冠軍磁磚,"['接待大廳', '中庭花園', '交誼廳', '會議室', '閱覽室', '健身房', '桌球室', '親子遊戲區', '信箱區']",,機捷A9林口站,
101687,福樺富貴中山,,,新北市林口區中山路、富貴路口,116,"地上23層,地下4層",,住宅大樓,,"二房(38坪),三房(50、55坪),2+1房(41坪)",住商用,,617坪,46.95%,32.1%,1:1.13,,,100元/坪/月,RC造,中心商業區,,朝北、朝南、朝西、朝東、朝西北、朝西南、朝東北、朝東南,RC鋼筋混凝土，VB、TOTO衛浴，VB五金，制音顧問：唯康致工程，施工顧問：五味昭。,"['接待大廳', '空中花園', '交誼廳', '會議室', '閱覽室', '游泳池', '健身房', 'SPA', '瑜伽教室', '信箱區', '花房']",,A9林口站,
28927,NEW時代,,,新北市林口區文化二路一段10號,78,地上10層,,華廈,,"一房(20.56~31.92坪),三房(28.45~47.68坪)",住家用,,0,49.81%,36.54%,,,,1439元/戶/月,RC造,住宅區,,朝東北,,,,,
26110,有朋之里,,,新北市林口區文化三路二段115巷46號,44,地上11層,,住宅大樓,,"二房(26.61~37.45坪),三房(28.02坪)",住家用,,0,48.53%,28.96%,,,,1444元/戶/月,RC造,住宅區,,朝西北、朝東北,,,,,
104749,仁愛康橋,,,新北市林口區仁愛路一段,31,"地上11層,地下3層",,住宅大樓,,"二房(25坪),四房(41坪),2+1房(27坪),店面(69坪)",住商用,,178坪,42.72%,34.4%,1:0.74,,,70元/坪/月,RC造,商業區,,朝南,"廚具：櫻花三機+僑太廚具
衛浴：KARAT
其他：防水保固十年、吸氣閥、BWT全自動反洗過濾器、WAFERLOCK電子鎖、4合1台達電冷暖風機、OTIS、中興保全
","['接待大廳', '空中花園', '交誼廳', '會議室', '閱覽室', '信箱區']",,A9林口站,
5947166,黃金映象,,,新北市林口區公園路165號,,地上13層,,華廈,,,住商用,,0,,31.52%,,,,2240元/戶/月,RC造、其他,第五種住宅區,,朝西北、朝東南、朝東北,,,,,
29029,躍世紀,,,新北市林口區文化三路一段191巷14號,177,地上15層,,住宅大樓,,"二房(39.47~41.28坪),三房(39.47~62.36坪),四房(41.25~62.36坪)",住家用,,0,39.01%,31~32%,,,,50元/戶/月,RC造,住宅區,,朝西北、朝東北、朝東南,,"['接待大廳', '兒童遊戲區', '信箱區', '健身房', '視聽室', '會議室']",,,
26385,捷仕堡,,,新北市林口區文化二路二段110巷18號,13,"地上13層,地下2層",,住宅大樓,,"三房(36.38~98.8坪),四房(64.52~65.82坪)",見其他登記事項,,120坪,59.49%,31.55%,,,,3226元/戶/月,RC造,第五種住宅區,,朝西南,,,,,
29028,春城麗緻,,,新北市林口區文化二路二段88巷9號,148,地上11層,,住宅大樓,,"一房(30.46~32.11坪),二房(31.26~46.98坪),三房(11.75~55.9坪),四房(46.91~76.95坪),五房(46.98坪)",住家用,,0,47.98%,29.19%,,,,2794元/戶/月,RC造,住宅區,,朝西南,,,,,
28946,希望之翼大廈,,,新北市林口區文化二路二段90號,99,地上12層,,住宅大樓,,"一房(21.48坪),三房(33.23~45.56坪),四房(44.63~61.04坪)",住家用,,0,58.19%,29.44%,,,,2849元/戶/月,RC造,住宅區,,朝西北、朝東南、朝西南,,,,,
34407,御林墅,,,新北市林口區東林街177-199號,12,"地上3層,地下1層",,別墅,,四房(114.24~118.91坪),住家用,,778坪,32.71%,13.06%,,,,100元/坪/月,RC造,住宅區,,朝西南、朝東北,標配交屋,['中庭花園'],,機場捷運A9林口站,
11426,領袖花園,,,新北市林口區公園路180號,56,地上12層,,住宅大樓,,"二房(21.92坪),三房(74.17~96.74坪),四房(66.95坪)",見其他登記事項,,0,69.96%,,,,,2654元/戶/月,RC造,商業區,,朝東南,,,,,
11500,峰上,,,新北市林口區文化二路一段236號,29,地上18層,,住宅大樓,,"三房(67.97~82.18坪),五房(113.94坪)",見其他登記事項,,0,40.93%,30~31%,,,,70元/戶/月,RC造,住宅區,,朝西北、朝東南,,"['健身房', '接待大廳']",,,
26082,蒙馬特花園,,,新北市林口區中山路555號,,地上13層,,住宅大樓,,"二房(26.76~40.95坪),三房(29.87~55.38坪),四房(46.02~74.08坪)",住家用,,0,47.98%,28~28.48%,,,,45元/戶/月,RC造,住宅區,,朝北、朝東、朝西北、朝西南、朝東北、朝東南,,"['接待大廳', '交誼廳', '閱覽室', '視聽室', '健身房', 'KTV', '信箱區']",,,
26070,赫世堡牛津區,,,新北市林口區南勢三街1巷23號,27,地上5層,,華廈,,"三房(39.07~67.9坪),四房(59.8~67.92坪)",住家用,,627坪,48.11%,11~12%,,,,1500元/戶/月,RC造、其他,住宅區,,朝西北、朝東、朝北、朝東北,,"['接待大廳', '中庭花園']",,,
35310,嘉年華,,,新北市林口區文化二路一段230巷22弄1號,101,地上10層,,住宅大樓,,"一房(10.45~17.08坪),二房(16.89~38.01坪),三房(7.31~38.01坪),四房(23.62~47.1坪),五房(27.58坪)",住家用,,0,,33.43%,,,,1390元/戶/月,RC造,住宅區,,朝東北、朝西北、朝西南、朝東南,,,,,
33514,富堡晶棧,,,新北市林口區文化北路一段46~48號,75,"地上15層,地下2層",,住宅大樓,,"二房(25坪),1+1房(19.76坪)",住商用,,596坪,40.91%,33.5%,1:0.76,,,100元/坪/月,RC造,第二種住宅區,,朝西北、朝東南,依現場為主,"['接待大廳', '中庭花園', '空中花園', '交誼廳', '健身房', '信箱區', '曬被區', '泡茶區', '烤肉區']",,A9林口站,
25997,文化錄大廈,,,新北市林口區文化三路一段39巷112號,69,地上12層,,住宅大樓,,"三房(31.04~43.58坪),四房(43.4~53.12坪)",住家用,,0,36.01%,25.00%,,,,3085元/戶/月,RC造,住宅區,,朝西、朝西南、朝北、朝東北、朝西北,,,,,
28933,居自在,,,新北市林口區粉寮路一段15號,96,地上10層,,住宅大樓,,"二房(24.48~24.49坪),三房(24.49~48.8坪),四房(39.18~48.8坪),五房(31.93~41.73坪)",住家用,,0,52.00%,24.94%,,,,1600元/戶/月,RC造,商業區,,朝東北,,,,,
11493,法國四季,,,新北市林口區信義路291號,,地上15層,,住宅大樓,,"一房(25.24~47.93坪),二房(21.34~39.16坪),三房(16.43~47.93坪),四房(25.72~52.55坪)",見其他登記事項,,0,41.99%,30~31%,,,,50元/戶/月,RC造,住宅區,,朝西、朝西南、朝東北、朝東南,,"['接待大廳', '中庭花園', '交誼廳', '會議室', '閱覽室', '健身房', '親子遊戲區', '信箱區', '曬被區']",,,
28982,文化禮居大廈,,,新北市林口區文化二路一段20巷47號,31,地上8層,,華廈,,"三房(50.27~55.04坪),四房(59.18坪),五房(59.18坪)",住家用,,0,56.63%,31.61%,,,,2990元/戶/月,RC造,住宅區,,朝東南,,,,,
102059,溫得姆,,,新北市林口區八德路333-369號,100,"地上6層,地下2層",,華廈,,"一房(18.77~19.09坪),店面(45.71~103.68坪)",住商用,,773坪,41.17%,33.8%,1:0.82,,,100元/坪/月,RC造,第二種住宅區,,朝北,"衛浴：HCG
地磚：RAK","['接待大廳', '交誼廳', '健身房', '信箱區', 'Lounge Bar']",,A9林口站,
33893,永雄御花園,,,新北市林口區南勢六街246號,35,"地上9層,地下2層",,華廈,,"三房(42.03~52.98坪),四房(51.61坪)",見其他登記事項,,453坪,34.28%,30.00%,,,,4466元/戶/月,RC造,第二種住宅區,,朝西北,,,,,
35169,呈冠Two More,,,新北市林口區文化三路一段630號,54,"地上14層,地下3層",,住宅大樓,,"二房(43~46坪),三房(43~46坪)",住商用,,300坪,66.83%,32.5%,1:0.96,,,80元/坪/月,RC造,中心商業區,,朝西北、朝東南,"廚房：德國進口IMPLUS、BLUM
衛浴：TOTO、LAUFEM、HANSA
五金：LAUFEM、HANSA","['接待大廳', '空中花園', '交誼廳', '健身房', '信箱區']",,A9林口站,
6018514,帝一院,,,新北市林口區南勢二街121號,118,"地上12層,地下2層",新成屋,住宅大樓,,"二房(31坪),三房(46坪),四房(58坪)",住商用,,"1,707坪",31.81%,32.54~33.2%,1:1.17,,,90元/坪/月,RC造,第二種住宅區,,朝西北、朝東南,廚具:櫻花，衛浴:American Standard，五金:康勵集團,"['接待大廳', '中庭花園', '交誼廳', '會議室', '視聽室', '健身房', '桌球室', '兒童遊戲區', 'SPA', 'KTV', '信箱區', '曬被區']",,機捷A9林口站,
28919,歡喜樓一期,,,新北市林口區文化二路一段64號,162,地上12層,,住宅大樓,,"一房(12.11~17.49坪),二房(32.52~32.6坪),三房(24.61~34.06坪),四房(32.85~44.47坪),五房(34.01坪)",住家用,,0,,19~20%,,,,60元/戶/月,RC造,住宅區,,朝西北、朝東北、朝西南、朝東南、朝北、朝南,,['中庭花園'],,,
26051,白朗峰,,,新北市林口區文林三街45號,73,地上5層,,公寓,,"一房(13.19坪),三房(37.23~70.29坪),四房(14.99~77.85坪),五房(55.91坪)",見其他登記事項,,"1,720坪",48.80%,,,,,3454元/戶/月,RC造、其他,住宅區,,朝西南,,,,,
5868872,松柏硯,,,新北市林口區文化北路二段550巷30弄,71,"地上12層,地下2層",預售屋,住宅大樓,,"二房(26坪),三房(38坪)",住家用,,796坪,26.05%,33%,1:1.1,,,無管理費,RC造,第二種住宅區,,朝西北,林內三機廚具、TOTO衛浴、社區人臉辨識、電子鎖,"['接待大廳', '交誼廳', '會議室', '閱覽室', '親子遊戲區', '兒童遊戲區', '廚藝教室', '信箱區', '曬被區']",,機捷A9林口站,
26028,公園苑,,,新北市林口區文化三路一段393號,29,地上9層,,華廈,,"二房(28.99~29.17坪),三房(47.54坪),四房(47.54坪)",住家用,,0,59.99%,34.79%,,,,1119.5元/戶/月,RC造,住宅區,,朝東北、朝西南、朝西北,,,,,
26065,川弘六期,,,新北市林口區中華一路59號,35,地上9層,,華廈,,"三房(41.29~83.71坪),四房(48.25坪),五房(64.96坪)",住家用,,0,38.62%,,,,,4440元/戶/月,RC造,住宅區,,朝西、朝西南,,,,,
50669,立軒天善,,,新北市林口區民有街,148,"地上15層,地下4層",,住宅大樓,,"二房(25坪),三房(36~37坪),1+1房(20坪),3+1房(40坪)",住商用,,557坪,63.76%,33.55%,1:0.98,,,70元/坪/月,RC造,中心商業區,,朝西北、朝西南,RC鋼筋混凝土，廚具：漢斯廚飾搭配櫻花設備，衛浴：TOTO，其他:冠軍60x60拋光石英磚。,"['接待大廳', '中庭花園', '交誼廳', '閱覽室', '健身房', '兒童遊戲區', '信箱區', '景觀吧檯', '第二門廳', '天空廊']",,機場捷運林口站,
26370,境樂大樓,,,新北市林口區文化北路一段299巷69號,5,"地上5層,地下1層",,華廈,,"三房(66.54~70.78坪),四房(73.79坪)",住商用,,127坪,41.51%,28.54%,1:1.4,,,1200元/戶/月,RC造、其他,第二種住宅區,,朝東南,,,,,
26387,涵仰,,,新北市林口區福林路39號,48,"地上8層,地下2層",,住宅大樓,,"三房(45.79~63.41坪),四房(52.07坪)",住家用,,463坪,50%,31%,1:1.19,,,60元/坪/月,RC造,住宅區,,朝北、朝南,依現場配備為主,"['接待大廳', '中庭花園', '交誼廳', '健身房', '兒童遊戲區', '瑜伽教室']",,公車,
28879,櫻花山莊,,,新北市林口區竹林路410巷25號,8,地上3層,,華廈,,"三房(48.95~57.96坪),四房(60.84坪),五房(112.96坪)",住家用,,0,,,,,,2417元/戶/月,RC造、其他,住宅區,,朝西南,,,,,
26139,國瑋尊爵,,,新北市林口區文化北路一段60巷8號,22,地上10層,,華廈,,"二房(35.13坪),三房(32.18~39.39坪)",住家用,,0,24.72%,,,,,1900元/戶/月,RC造,住宅區,,朝西,,,,,
37634,品竣 春居,,,新北市林口區南勢二街188號,19,"地上7層,地下1層",,華廈,,二房(16~20坪),住商用,,147坪,29.71%,33~35%,1:0.74,,,1123元/坪/月,RC造,住宅區,,朝西北,衛浴使用TOTO含溫水洗淨便座,"['接待大廳', '交誼廳', '曬被區']",,離機場捷運A9站960公尺,
26027,帝賞景觀天廈,,,新北市林口區八德路76號,139,地上12層,,住宅大樓,,"二房(35.65~44.43坪),三房(39.17~57.8坪),四房(49.21~57.8坪)",住家用,,"1,112坪",38.09%,21.14%,,,,2808元/戶/月,RC造,住宅區,,朝西、朝南、朝北、朝西北、朝東北,,,,,
5964259,新潤世界都心,,,新北市林口區文化三路二段168號旁,804,"地上29層,地下6層",預售屋,住宅大樓,,"二房(17~23坪),三房(30~46坪),辦公室(15~47坪)",住商用,,"1,666坪",41.34%,34.5~35.98%,1:0.81,,,無管理費,RC造,中心商業區,,朝西北、朝西南、朝東北、朝東南,"住友制震
立面設計：鳴悅設計/鳴概念設計
結構設計：築遠工程顧問有限公司","['接待大廳', '中庭花園', '空中花園', '交誼廳', '會議室', '閱覽室', '健身房', '俱樂部', '瑜伽教室', '廚藝教室', '信箱區', 'Lounge Bar', '國際29樓CLUB']",,A9林口站,
26171,城市之洲,,,新北市林口區文化北路一段386號,86,地上13層,,住宅大樓,,"二房(57.21~57.22坪),三房(49.63~137.25坪),四房(57.21~135.04坪),五房(136.15坪)",見其他登記事項,,0,43.00%,31.5~32%,,,,65元/戶/月,RC造,住宅區,,朝東北、朝西北、朝西南,,"['接待大廳', '健身房', 'KTV', '游泳池', '桌球室', '中庭花園', '空中花園', '交誼廳', '閱覽室', '信箱區']",,,
26376,九樹,,,新北市林口區公園路112號,43,"地上12層,地下2層",,住宅大樓,,"二房(51.39~77.67坪),三房(46.64~72.13坪),四房(64.34~68.43坪)",見其他登記事項,,832坪,45.95%,28.97%,,,,3398元/戶/月,RC造、SRC造,第二種住宅區,,朝東南,,,,,
35058,傳家堡,,,新北市林口區中北三街259號,9,"地上7層,地下1層",,華廈,,四房(64.91~73.9坪),見其他登記事項,,202坪,26.98%,35.00%,,,,26412元/戶/月,RC造,第二種住宅區,,朝西北,,,,,
102369,富堡晶林,,,新北市林口區建林段334號,48,"地上11層,地下1層",,住宅大樓,,一房(15~17坪),住商用,,235坪,48.92%,35%,1:0.65,,,1845元/坪/月,RC造,第五種住宅區,,朝東北,依現場為主,"['接待大廳', '信箱區']",,A9林口站,
3681581,春木日輝,,,新北市林口區民富街,82,"地上15層,地下4層",,住宅大樓,,店面(60~95坪),住商用,,316坪,61.47%,33.3%,1:0.9,,,80元/坪/月,RC造,中心商業區,,朝西南,廚具：林內三機、衛浴：TOTO,"['接待大廳', '交誼廳', '健身房', '信箱區', '曬被區']",,A9機場捷運,
5952848,長耀雙峰滙,,,新北市林口區忠孝路,339,"地上29層,地下4層",,住宅大樓,,,住家用,,"1,652坪",,33%,,,,無管理費,RC造,,,,,,,,
3699544,薇閣雲璽,,,新北市林口區興林一街、興林二街,29,"地上8層,地下3層",預售屋,華廈,,開放格局(49.56、105坪),住商用,,333坪,56.64%,32%,1:1.69,,,無管理費,RC造,鄰里中心商業區,,朝東,RC鋼筋混凝土,['接待大廳'],,A9林口站,
